prediction;Open;High;Low;Close;Volume;TP;R;V;L;Vt;G;A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;D1;D2;D3;D4;D5;E1;E2;E3;E4;E5;F1;F2;F3;F4;F5;G1;G2;G3;G4;G5;H1;H2;H3;H4;H5;I1;I2;I3;I4;I5
21.91;20.700001;21.299999;20.049999;20.639999;2621300;20.66333233;0.02649442;0.002089794;5.83479327;4.57142684;0.234;0.947211647;947.2116474;-0.947211647;1;0;0.360410327;360.4103273;-0.360410327;360410.3273;-360410.3273;0.129757341;129.7573409;-0.129757341;129757.3409;-129757.3409;0.938788462;938.7884615;-0.938788462;938788.4615;-938788.4615;0.195088192;195.0881919;-0.195088192;195088.1919;-195088.1919;0.608479823;608.4798233;-0.608479823;608479.8233;-608479.8233;0.042342003;42.34200324;-0.042342003;42342.00324;-42342.00324;0.166702537;166.7025371;-0.166702537;166702.5371;-166702.5371;0.59555985;595.55985;-0.59555985;595559.85;-595559.85
20.299999;21.370001;22.25;20.92;21.91;2486500;21.69333333;0.0498468;0.000701954;3.721948126;2.649442004;0.234;0.441246603;441.2466032;-0.441246603;1;0;0.253449304;253.4493045;-0.253449304;253449.3045;-253449.3045;0.453499925;453.4999246;-0.453499925;453499.9246;-453499.9246;0.886477004;886.477004;-0.886477004;886477.004;-886477.004;0.60962199;609.62199;-0.60962199;609621.99;-609621.99;0.416644547;416.6445472;-0.416644547;416644.5472;-416644.5472;0.9954826;995.4825995;-0.9954826;995482.5995;-995482.5995;0.818946774;818.9467737;-0.818946774;818946.7737;-818946.7737;0.491363256;491.3632556;-0.491363256;491363.2556;-491363.2556
20.219999;21.85;21.85;20.049999;20.299999;1825300;20.73333267;-0.044253258;0.002484703;5.209439169;4.984680028;0.234;0.197618115;197.6181153;-0.197618115;1;0;0.914462442;914.4624423;-0.914462442;914462.4423;-914462.4423;0.294518156;294.5181563;-0.294518156;294518.1563;-294518.1563;0.326724391;326.7243914;-0.326724391;326724.3914;-326724.3914;0.497974849;497.9748489;-0.497974849;497974.8489;-497974.8489;0.660377255;660.377255;-0.660377255;660377.255;-660377.255;0.838094638;838.0946385;-0.838094638;838094.6385;-838094.6385;0.056669358;56.66935789;-0.056669358;56669.35789;-56669.35789;0.414732736;414.7327355;-0.414732736;414732.7355;-414732.7355
21;20.66;20.9;19.5;20.219999;1252500;20.20666633;-0.025401914;0.001958351;5.906162471;4.425325753;0.234;0.106918417;106.9184173;-0.106918417;1;0;0.294809955;294.8099545;-0.294809955;294809.9545;-294809.9545;0.247131335;247.1313347;-0.247131335;247131.3347;-247131.3347;0.710832892;710.8328921;-0.710832892;710832.8921;-710832.8921;0.069683278;69.68327782;-0.069683278;69683.27782;-69683.27782;0.904799497;904.799497;-0.904799497;904799.497;-904799.497;0.017445761;17.44576057;-0.017445761;17445.76057;-17445.76057;0.641281363;641.2813633;-0.641281363;641281.3633;-641281.3633;0.256897218;256.8972177;-0.256897218;256897.2177;-256897.2177
21.290001;20.5;21.25;20.370001;21;957800;20.87333367;0.032992445;0.000645257;5.658935136;2.5401914;0.234;0.713629236;713.629236;-0.713629236;1;0;0.04578063;45.78062955;-0.04578063;45780.62955;-45780.62955;0.166561217;166.5612175;-0.166561217;166561.2175;-166561.2175;0.368512757;368.5127573;-0.368512757;368512.7573;-368512.7573;0.595350187;595.3501872;-0.595350187;595350.1872;-595350.1872;0.867598943;867.5989433;-0.867598943;867598.9433;-867598.9433;0.284164203;284.164203;-0.284164203;284164.203;-284164.203;0.308619401;308.6194011;-0.308619401;308619.4011;-308619.4011;0.434441018;434.441018;-0.434441018;434441.018;-434441.018
20.950001;21.190001;21.559999;21.059999;21.290001;653600;21.303333;0.020600415;0.001088501;6.433080562;3.299244528;0.234;0.667712639;667.7126393;-0.667712639;1;0;0.806220101;806.2201005;-0.806220101;806220.1005;-806220.1005;0.852423326;852.4233255;-0.852423326;852423.3255;-852423.3255;0.521137554;521.1375539;-0.521137554;521137.5539;-521137.5539;0.507964723;507.964723;-0.507964723;507964.723;-507964.723;0.702503933;702.5039335;-0.702503933;702503.9335;-702503.9335;0.61172968;611.7296796;-0.61172968;611729.6796;-611729.6796;0.992381738;992.3817377;-0.992381738;992381.7377;-992381.7377;0.844790538;844.7905381;-0.844790538;844790.5381;-844790.5381
20.549999;21.5;21.5;20.299999;20.950001;922200;20.91666667;-0.018150509;0.000424377;6.98859512;2.060041487;0.234;0.45592075;455.9207503;-0.45592075;1;0;0.25316732;253.1673198;-0.25316732;253167.3198;-253167.3198;0.889865884;889.865884;-0.889865884;889865.884;-889865.884;0.067837188;67.83718813;-0.067837188;67837.18813;-67837.18813;0.12313775;123.1377496;-0.12313775;123137.7496;-123137.7496;0.677829758;677.8297584;-0.677829758;677829.7584;-677829.7584;0.790843548;790.843548;-0.790843548;790843.548;-790843.548;0.270465104;270.4651036;-0.270465104;270465.1036;-270465.1036;0.008790104;8.790103917;-0.008790104;8790.103917;-8790.103917
20.719999;20.91;21.18;20.26;20.549999;619700;20.663333;-0.01211157;0.000329441;7.572843551;1.815050881;0.234;0.726584769;726.584769;-0.726584769;1;0;0.418409462;418.4094619;-0.418409462;418409.4619;-418409.4619;0.479296771;479.2967713;-0.479296771;479296.7713;-479296.7713;0.164012591;164.0125907;-0.164012591;164012.5907;-164012.5907;0.287059823;287.059823;-0.287059823;287059.823;-287059.823;0.367233082;367.2330825;-0.367233082;367233.0825;-367233.0825;0.78648039;786.4803901;-0.78648039;786480.3901;-786480.3901;0.940618853;940.6188528;-0.940618853;940618.8528;-940618.8528;0.630269238;630.2692378;-0.630269238;630269.2378;-630269.2378
20.35;20.549999;20.9;20.51;20.719999;467200;20.70999967;0.002258429;0.00014669;8.792417635;1.211156972;0.234;0.179265941;179.2659414;-0.179265941;1;0;0.719695826;719.6958256;-0.719695826;719695.8256;-719695.8256;0.580544728;580.544728;-0.580544728;580544.728;-580544.728;0.567760892;567.7608924;-0.567760892;567760.8924;-567760.8924;0.264435257;264.4352575;-0.264435257;264435.2575;-264435.2575;0.105526579;105.5265789;-0.105526579;105526.5789;-105526.5789;0.093799;93.79899959;-0.093799;93798.99959;-93798.99959;0.730731965;730.7319646;-0.730731965;730731.9646;-730731.9646;0.388895735;388.8957354;-0.388895735;388895.7354;-388895.7354
19.940001;20.77;20.879999;20;20.35;616000;20.40999967;-0.014485756;5.1005E-06;-28.95432317;0.225842882;0.234;0.885496586;885.4965859;-0.885496586;1;0;0.234527665;234.5276649;-0.234527665;234527.6649;-234527.6649;0.710243994;710.243994;-0.710243994;710243.994;-710243.994;0.922470099;922.4700993;-0.922470099;922470.0993;-922470.0993;0.858187368;858.1873677;-0.858187368;858187.3677;-858187.3677;0.705211775;705.2117747;-0.705211775;705211.7747;-705211.7747;0.939904137;939.9041372;-0.939904137;939904.1372;-939904.1372;0.510061271;510.0612707;-0.510061271;510061.2707;-510061.2707;0.380897143;380.8971425;-0.380897143;380897.1425;-380897.1425
20.92;20.200001;20.440001;19.549999;19.940001;426900;19.976667;-0.02123139;0.000209837;6.320979789;1.448575591;0.234;0.969164272;969.1642721;-0.969164272;1;0;0.003441165;3.441165019;-0.003441165;3441.165019;-3441.165019;0.975844516;975.8445164;-0.975844516;975844.5164;-975844.5164;0.392948995;392.9489951;-0.392948995;392948.9951;-392948.9951;0.522774077;522.7740772;-0.522774077;522774.0772;-522774.0772;0.03685094;36.85094011;-0.03685094;36850.94011;-36850.94011;0.944373086;944.3730863;-0.944373086;944373.0863;-944373.0863;0.630018071;630.0180711;-0.630018071;630018.0711;-630018.0711;0.634518961;634.5189609;-0.634518961;634518.9609;-634518.9609
21.950001;20.5;20.969999;20.33;20.92;718100;20.73999967;0.038211212;0.000450772;4.46544594;2.123139019;0.234;0.003983017;3.983017096;-0.003983017;1;0;0.567124568;567.1245678;-0.567124568;567124.5678;-567124.5678;0.453864072;453.8640715;-0.453864072;453864.0715;-453864.0715;0.468935442;468.9354423;-0.468935442;468935.4423;-468935.4423;0.409033501;409.0335009;-0.409033501;409033.5009;-409033.5009;0.648903441;648.9034411;-0.648903441;648903.4411;-648903.4411;0.680332045;680.3320453;-0.680332045;680332.0453;-680332.0453;0.792370773;792.3707727;-0.792370773;792370.7727;-792370.7727;0.79373215;793.7321497;-0.79373215;793732.1497;-793732.1497
21.26;21;21.950001;20.82;21.950001;1230500;21.573334;0.040180055;0.001460097;5.423547191;3.821121244;0.234;0.284392793;284.3927929;-0.284392793;1;0;0.936304335;936.3043351;-0.936304335;936304.3351;-936304.3351;0.095454288;95.45428785;-0.095454288;95454.28785;-95454.28785;0.271909264;271.9092644;-0.271909264;271909.2644;-271909.2644;0.165461249;165.4612488;-0.165461249;165461.2488;-165461.2488;0.38275301;382.7530101;-0.38275301;382753.0101;-382753.0101;0.827426294;827.4262942;-0.827426294;827426.2942;-827426.2942;0.248270821;248.2708213;-0.248270821;248270.8213;-248270.8213;0.15467091;154.6709096;-0.15467091;154670.9096;-154670.9096
20.450001;21.950001;22.18;20.85;21.26;913000;21.43;-0.006644036;0.001614437;6.401426296;4.018005529;0.234;0.963650718;963.6507184;-0.963650718;1;0;0.790481617;790.4816168;-0.790481617;790481.6168;-790481.6168;0.159667796;159.667796;-0.159667796;159667.796;-159667.796;0.544017477;544.0174774;-0.544017477;544017.4774;-544017.4774;0.002549537;2.549536716;-0.002549537;2549.536716;-2549.536716;0.58058032;580.5803195;-0.58058032;580580.3195;-580580.3195;0.925337027;925.337027;-0.925337027;925337.027;-925337.027;0.174315683;174.3156831;-0.174315683;174315.6831;-174315.6831;0.694062029;694.0620285;-0.694062029;694062.0285;-694062.0285
19.59;21.540001;21.549999;20.049999;20.450001;796200;20.683333;-0.034842137;4.41432E-05;-17.47274997;0.664403564;0.234;0.714209215;714.2092154;-0.714209215;1;0;0.131022707;131.0227066;-0.131022707;131022.7066;-131022.7066;0.65351391;653.5139099;-0.65351391;653513.9099;-653513.9099;0.955775669;955.7756689;-0.955775669;955775.6689;-955775.6689;0.433931158;433.9311583;-0.433931158;433931.1583;-433931.1583;0.166683399;166.6833987;-0.166683399;166683.3987;-166683.3987;0.748683976;748.6839757;-0.748683976;748683.9757;-748683.9757;0.893483125;893.4831249;-0.893483125;893483.1249;-893483.1249;0.967192926;967.1929259;-0.967192926;967192.9259;-967192.9259
19.6;20.1;20.16;19.52;19.59;741900;19.75666667;-0.044802563;0.001213975;5.060386222;3.484213719;0.234;0.607284691;607.2846906;-0.607284691;1;0;0.158425606;158.4256062;-0.158425606;158425.6062;-158425.6062;0.881392723;881.3927227;-0.881392723;881392.7227;-881392.7227;0.518049966;518.0499656;-0.518049966;518049.9656;-518049.9656;0.560032127;560.0321266;-0.560032127;560032.1266;-560032.1266;0.251081448;251.0814482;-0.251081448;251081.4482;-251081.4482;0.047635332;47.63533243;-0.047635332;47635.33243;-47635.33243;0.084726968;84.72696807;-0.084726968;84726.96807;-84726.96807;0.94871725;948.7172502;-0.94871725;948717.2502;-948717.2502
19.030001;19.9;19.98;19.450001;19.6;812700;19.676667;-0.004049249;0.00200727;6.202811337;4.480256317;0.234;0.650723043;650.7230431;-0.650723043;1;0;0.025842745;25.84274547;-0.025842745;25842.74547;-25842.74547;0.365586748;365.5867483;-0.365586748;365586.7483;-365586.7483;0.432469249;432.469249;-0.432469249;432469.249;-432469.249;0.44660804;446.60804;-0.44660804;446608.04;-446608.04;0.113542965;113.5429652;-0.113542965;113542.9652;-113542.9652;0.814826024;814.8260235;-0.814826024;814826.0235;-814826.0235;0.117087442;117.0874417;-0.117087442;117087.4417;-117087.4417;0.21021336;210.2133603;-0.21021336;210213.3603;-210213.3603
17.9;19.65;19.65;18.82;19.030001;1281300;19.166667;-0.025919024;1.63964E-05;-29.9536568;0.40492492;0.234;0.417574918;417.5749184;-0.417574918;1;0;0.360800122;360.8001217;-0.360800122;360800.1217;-360800.1217;0.362112097;362.1120969;-0.362112097;362112.0969;-362112.0969;0.05006408;50.06407994;-0.05006408;50064.07994;-50064.07994;0.268117972;268.1179721;-0.268117972;268117.9721;-268117.9721;0.76818891;768.1889104;-0.76818891;768188.9104;-768188.9104;0.631861798;631.8617978;-0.631861798;631861.7978;-631861.7978;0.602041155;602.0411546;-0.602041155;602041.1546;-602041.1546;0.44986054;449.8605404;-0.44986054;449860.5404;-449860.5404
17.6;18.690001;18.879999;17.85;17.9;797600;18.20999967;-0.049913077;0.000671796;3.597114801;2.591902379;0.234;0.984040641;984.0406412;-0.984040641;1;0;0.296210124;296.2101238;-0.296210124;296210.1238;-296210.1238;0.380106994;380.1069941;-0.380106994;380106.9941;-380106.9941;0.53290461;532.9046104;-0.53290461;532904.6104;-532904.6104;0.561682536;561.6825355;-0.561682536;561682.5355;-561682.5355;0.395831241;395.8312409;-0.395831241;395831.2409;-395831.2409;0.404338909;404.3389092;-0.404338909;404338.9092;-404338.9092;0.647998893;647.9988935;-0.647998893;647998.8935;-647998.8935;0.33143591;331.4359099;-0.33143591;331435.9099;-331435.9099
18.32;17.799999;17.9;17.389999;17.6;691000;17.62999967;-0.031850632;0.002491315;5.587744807;4.991307739;0.234;0.750069332;750.0693318;-0.750069332;1;0;0.206897213;206.8972128;-0.206897213;206897.2128;-206897.2128;0.504337554;504.3375544;-0.504337554;504337.5544;-504337.5544;0.381084463;381.0844631;-0.381084463;381084.4631;-381084.4631;0.285604518;285.6045177;-0.285604518;285604.5177;-285604.5177;0.175042073;175.0420733;-0.175042073;175042.0733;-175042.0733;0.535144319;535.144319;-0.535144319;535144.319;-535144.319;0.710408385;710.4083855;-0.710408385;710408.3855;-710408.3855;0.448405975;448.4059752;-0.448405975;448405.9752;-448405.9752
18.780001;18.18;18.450001;17.66;18.32;634000;18.14333367;0.029117074;0.001014463;6.057678902;3.18506321;0.234;0.418825819;418.8258189;-0.418825819;1;0;0.104523618;104.5236182;-0.104523618;104523.6182;-104523.6182;0.62866943;628.6694305;-0.62866943;628669.4305;-628669.4305;0.27951302;279.5130198;-0.27951302;279513.0198;-279513.0198;0.677002077;677.0020771;-0.677002077;677002.0771;-677002.0771;0.426833639;426.8336386;-0.426833639;426833.6386;-426833.6386;0.594241487;594.2414868;-0.594241487;594241.4868;-594241.4868;0.312806638;312.8066375;-0.312806638;312806.6375;-312806.6375;0.756615211;756.615211;-0.756615211;756615.211;-756615.211
19.15;18.450001;18.799999;18.26;18.780001;485800;18.61333333;0.025904813;0.000847804;6.281334578;2.911707372;0.234;0.41839354;418.3935398;-0.41839354;1;0;0.169302288;169.3022879;-0.169302288;169302.2879;-169302.2879;0.523735984;523.7359836;-0.523735984;523735.9836;-523735.9836;0.450689714;450.6897142;-0.450689714;450689.7142;-450689.7142;0.827977363;827.9773633;-0.827977363;827977.3633;-827977.3633;0.161661105;161.6611047;-0.161661105;161661.1047;-161661.1047;0.658704901;658.7049012;-0.658704901;658704.9012;-658704.9012;0.798176158;798.1761579;-0.798176158;798176.1579;-798176.1579;0.690098518;690.0985177;-0.690098518;690098.5177;-690098.5177
18.77;18.959999;19.4;18.780001;19.15;447900;19.11000033;0.026683399;0.000671059;6.245638353;2.590481305;0.234;0.756735132;756.7351325;-0.756735132;1;0;0.339239935;339.2399347;-0.339239935;339239.9347;-339239.9347;0.383695095;383.6950946;-0.383695095;383695.0946;-383695.0946;0.955302594;955.3025944;-0.955302594;955302.5944;-955302.5944;0.164224861;164.2248606;-0.164224861;164224.8606;-164224.8606;0.491974477;491.974477;-0.491974477;491974.477;-491974.477;0.84223544;842.2354403;-0.84223544;842235.4403;-842235.4403;0.492403384;492.4033839;-0.492403384;492403.3839;-492403.3839;0.046356674;46.35667351;-0.046356674;46356.67351;-46356.67351
18.790001;19.59;19.59;18.6;18.77;601300;18.98666667;-0.006453881;0.000712004;7.188926832;2.6683399;0.234;0.742549674;742.5496738;-0.742549674;1;0;0.772193931;772.193931;-0.772193931;772193.931;-772193.931;0.097047135;97.04713539;-0.097047135;97047.13539;-97047.13539;0.149434007;149.4340073;-0.149434007;149434.0073;-149434.0073;0.951432195;951.4321954;-0.951432195;951432.1954;-951432.1954;0.647263535;647.2635354;-0.647263535;647263.5354;-647263.5354;0.114415325;114.415325;-0.114415325;114415.325;-114415.325;0.14769746;147.6974604;-0.14769746;147697.4604;-147697.4604;0.984577796;984.5777964;-0.984577796;984577.7964;-984577.7964
19.1;18.540001;19.25;18.33;18.790001;579100;18.79000033;-0.010358129;4.16526E-05;7.510296536;0.645388093;0.234;0.358289388;358.2893881;-0.358289388;1;0;0.499971872;499.9718721;-0.499971872;499971.8721;-499971.8721;0.150067145;150.0671449;-0.150067145;150067.1449;-150067.1449;0.962009669;962.0096685;-0.962009669;962009.6685;-962009.6685;0.586017904;586.0179043;-0.586017904;586017.9043;-586017.9043;0.217188862;217.1888617;-0.217188862;217188.8617;-217188.8617;0.285112979;285.1129793;-0.285112979;285112.9793;-285112.9793;0.481810382;481.8103815;-0.481810382;481810.3815;-481810.3815;0.293946709;293.9467087;-0.293946709;293946.7087;-293946.7087
20.129999;18.65;19.110001;18.51;19.1;296000;18.906667;0.006208976;0.000107291;8.780650699;1.035812851;0.234;0.894378912;894.3789115;-0.894378912;1;0;0.548039159;548.039159;-0.548039159;548039.159;-548039.159;0.523488961;523.4889614;-0.523488961;523488.9614;-523488.9614;0.725134429;725.1344292;-0.725134429;725134.4292;-725134.4292;0.986380966;986.3809655;-0.986380966;986380.9655;-986380.9655;0.023757618;23.75761772;-0.023757618;23757.61772;-23757.61772;0.320671452;320.6714523;-0.320671452;320671.4523;-320671.4523;0.904024204;904.0242042;-0.904024204;904024.2042;-904024.2042;0.039769133;39.76913322;-0.039769133;39769.13322;-39769.13322
19.200001;19.09;20.389999;19;20.129999;1088100;19.83999933;0.049365249;3.85514E-05;-53.04893815;0.62089763;0.234;0.302050792;302.0507919;-0.302050792;1;0;0.330990149;330.9901488;-0.330990149;330990.1488;-330990.1488;0.535701859;535.7018588;-0.535701859;535701.8588;-535701.8588;0.347809776;347.8097757;-0.347809776;347809.7757;-347809.7757;0.298867841;298.8678413;-0.298867841;298867.8413;-298867.8413;0.968486735;968.4867348;-0.968486735;968486.7348;-968486.7348;0.140283084;140.2830838;-0.140283084;140283.0838;-140283.0838;0.681476076;681.4760765;-0.681476076;681476.0765;-681476.0765;0.808851168;808.8511681;-0.808851168;808851.1681;-808851.1681
19.9;19.25;19.709999;18.950001;19.200001;673100;19.286667;-0.027889735;0.002436928;5.69782943;4.936524948;0.234;0.604658869;604.658869;-0.604658869;1;0;0.06273265;62.73265042;-0.06273265;62732.65042;-62732.65042;0.098749858;98.74985831;-0.098749858;98749.85831;-98749.85831;0.069519707;69.51970718;-0.069519707;69519.70718;-69519.70718;0.69325734;693.2573398;-0.69325734;693257.3398;-693257.3398;0.529226392;529.2263922;-0.529226392;529226.3922;-529226.3922;0.140578823;140.5788233;-0.140578823;140578.8233;-140578.8233;0.195304081;195.3040813;-0.195304081;195304.0813;-195304.0813;0.47462022;474.6202205;-0.47462022;474620.2205;-474620.2205
19.75;19.16;19.98;18.559999;19.9;503300;19.47999967;0.010024162;0.000777837;7.02980954;2.788973548;0.234;0.229773;229.7730003;-0.229773;1;0;0.135737137;135.737137;-0.135737137;135737.137;-135737.137;0.910170987;910.1709865;-0.910170987;910170.9865;-910170.9865;0.356232722;356.2327221;-0.356232722;356232.7221;-356232.7221;0.309402075;309.402075;-0.309402075;309402.075;-309402.075;0.592382381;592.3823815;-0.592382381;592382.3815;-592382.3815;0.51403704;514.03704;-0.51403704;514037.04;-514037.04;0.411505764;411.5057638;-0.411505764;411505.7638;-411505.7638;0.535399036;535.3990364;-0.535399036;535399.0364;-535399.0364
19.700001;19.889999;20.27;19.6;19.75;433800;19.87333333;0.020191667;0.000100484;5.148110071;1.00241616;0.234;0.198650518;198.6505183;-0.198650518;1;0;0.504767892;504.7678917;-0.504767892;504767.8917;-504767.8917;0.742380886;742.3808862;-0.742380886;742380.8862;-742380.8862;0.404110142;404.1101422;-0.404110142;404110.1422;-404110.1422;0.414678737;414.6787373;-0.414678737;414678.7373;-414678.7373;0.259221838;259.2218384;-0.259221838;259221.8384;-259221.8384;0.031805006;31.80500559;-0.031805006;31805.00559;-31805.00559;0.054090228;54.09022766;-0.054090228;54090.22766;-54090.22766;0.646173733;646.1737327;-0.646173733;646173.7327;-646173.7327
